Run,Task_Index,Source,Description,Temperature,Recommended_Library
2,433,top,List of node.js builtin modules,0.2,There is no npm library needed for this task as the list of node.js builtin modules can be accessed directly from the Node.js documentation.
2,434,top,Fixing Node pipes,0.2,`pump`
2,435,top,:page_with_curl: pipe to console - process.stdout in your browser,0.2,node-fetch
2,436,top,Iterate all the data in a stream,0.2,"""through2"""
2,437,top,PostCSS plugin to transform W3C CSS font variant properties to more compatible CSS (font-feature-settings),0.2,postcss-font-variant
2,438,top,ES6 spec-compliant RegExp.prototype.flags shim,0.2,regexp.prototype.flags
2,439,top,Detect circular dependencies in modules compiled with Webpack,0.2,webpack-circular-dependency-plugin
2,440,top,A mirror of Facebook's Warning,0.2,react-toastify
2,441,top,Logger for gulp and gulp plugins.,0.2,gulp-util
2,442,top,Replaces a file extension with another one.,0.2,rename-ext
2,443,top,Regular expressions for matching against the XML Character Classes,0.2,xregexp
2,444,top,Cross-browser `CustomEvent` constructor,0.2,`custom-event-polyfill`
2,445,top,Parse a filepath and return an object of path parts. Falls back on native node.js `path.parse` if it exists ,0.2,path-parse
2,446,top,"🌟 JavaScript Style Guide, with linter & automatic code fixer",0.2,eslint-config-airbnb
2,447,top,"The power of webpack, distilled for the rest of us.",0.2,webpack-stream
2,448,top,Extend the properties from any number of objects onto the first object. Pass an empty object as the first arg to create a new object.,0.2,lodash.merge
2,449,top,Check if gulplog is available before attempting to use it,0.2,gulplog-exists
2,450,top,Get the callsite of the caller function,0.2,callsites
2,451,top,Check if something is a generator function,0.2,is-generator-fn
2,452,top,Find the closest package.json file,0.2,find-package-json
2,453,top,Serializes any DOM node into a String,0.2,serialize-dom-node
2,454,top,Is the given string an acceptable npm package name?,0.2,validate-npm-package-name
2,455,top,Let your JS API users either give you a callback or receive a promise,0.2,bluebird
2,456,top,Zip extraction written in pure JavaScript. Extracts a zip into a directory. ,0.2,adm-zip
2,457,top,Tweak React components in real time. (Deprecated: use Fast Refresh instead.),0.2,react-hot-loader
2,458,top,yet another unzip library for node,0.2,adm-zip
2,459,top,Decompress a HTTP response if needed,0.2,zlib
2,460,top,A partial implementation of the W3C URL Spec Draft for Node,0.2,url-parse
2,461,top,Apply an async function to each Array element in series,0.2,async-foreach
2,462,top,Browserify transform for Babel,0.2,babelify
2,463,top,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,0.2,webpack-bundle-analyzer
2,464,top,Create ansi colors by passing open and close codes.,0.2,chalk
2,465,top,A tool for respawning node binaries when special flags are present.,0.2,nodemon
2,466,top,:cyclone: Use conventional text streams at the start of your gulp or vinyl pipelines,0.2,event-stream
2,467,top,Regular expression for testing if a file path is a windows UNC file path. Can also be used as a component of another regexp via the `.source` property.,0.2,"""regexp-unc-path"""
2,468,top,Remove unnecessary React propTypes from the production build. :balloon:,0.2,babel-plugin-transform-react-remove-prop-types
2,469,top,Webpack plugin for enabling Subresource Integrity.,0.2,webpack-subresource-integrity
2,470,top,Utilities for the snapdragon parser/compiler.,0.2,snapdragon
2,471,top,Fluent API for Gulp.,0.2,gulp-fluent
2,472,top,"Use Custom Media Queries in CSS, following the CSS Media Queries specification",0.2,postcss-custom-media
2,473,top,Like `extend` but only copies missing properties/values to the target object.,0.2,lodash.defaults
2,474,top,This module has moved and is now available at @rollup/plugin-node-resolve / https://github.com/rollup/plugins/blob/master/packages/node-resolve,0.2,@rollup/plugin-node-resolve
2,475,top,A module which will endeavor to guess your terminal's level of color support.,0.2,chalk
2,476,top,Writing simple and graceful Media Queries!,0.2,"""styled-components"""
2,477,top,Use Custom Selectors in CSS,0.2,postcss-custom-selectors
2,478,top,:confetti_ball: Blazing fast unique hash generator,0.2,hash-generator
2,479,top,Synchronously write a file and create its ancestor directories if needed,0.2,fs-extra
2,480,top,PostCSS plugin to transform :matches() W3C CSS pseudo class to more compatible CSS (simpler selectors),0.2,postcss-selector-matches
2,481,top,PostCSS plugin to transform :not() W3C CSS level 4 pseudo class to more compatible CSS (multiple css3 :not() selectors),0.2,postcss-selector-not
2,482,top,Find a file given a declaration of locations.,0.2,node-dir
2,483,top,Karma webpack Middleware,0.2,karma-webpack-middleware
2,484,top,🌶️ Hot reload API for Vue components,0.2,vue-hot-reload-api
2,485,top,Check if a value is a regular expression,0.2,is-regex
2,486,top,Development-only error handler middleware,0.2,express-error-handler
2,487,top,"Standalone denodeify, for all of your callback -> promise needs.  Just drop in an ES6 complaint promise library & stir",0.2,denodeify
2,488,top,"strong-globalize is built on Unicode CLDR and jquery/globalize and implements automatic extraction of strings from JS source code and HTML templates, lint the string resource, machine-translate them in seconds.  In runtime, it loads locale and string resource into memory and provides a hook to persistent logging.",0.2,strong-globalize-cli
2,489,top, A Webpack loader that enables string-based module loading with the Angular Router,0.2,@ngtools/webpack
2,490,top,Unpack a browser type and version from the useragent string,0.2,`ua-parser-js`
2,491,top,Check if the internet connection is up,0.2,is-online
2,492,top,hack into vue-loader,0.2,webpack-node-externals
2,493,top,Minifies blocks of JSON-like content into valid JSON by removing all whitespace and comments.,0.2,jsonminify
2,494,top,LoopBack passport integration to support third party logins and account linking,0.2,passport-loopback
2,495,top,Simple rollup plugin for minifying code using babel-preset-minify.,0.2,rollup-plugin-babel-minify
2,496,top,Strips comments from code,0.2,strip-comments
2,497,top,Build your commands on minimist!,0.2,minimist
2,498,top,Jade renderer for Hexo. Replaced by https://github.com/hexojs/hexo-renderer-pug,0.2,hexo-renderer-pug
2,499,top,Http assertions for should.js,0.2,chai-http
2,500,middle,Auto-generate JS class structures for Web IDL specifications,0.2,webidl2
2,501,middle,Utilities for CLI plugins,0.2,commander
2,502,middle,Common TypeScript lint rules/preferences for Ionic.,0.2,tslint-config-prettier
2,503,middle,Beautiful and accessible drag and drop for lists with React,0.2,react-beautiful-dnd
2,504,middle,Simple commandline interface to allow you to run cli or bash style commands as if you were in the terminal.,0.2,`shelljs`
2,505,middle,Beautify CSS files.,0.2,"""cssbeautify"""
2,506,middle,Utility that provides a single API for loading the content of a path/URL.,0.2,axios
2,507,middle,The up-to-date and reliable Google's libphonenumber package for node.js.,0.2,google-libphonenumber
2,508,middle,Write html files to hard disk even when using the webpack dev server or middleware,0.2,html-webpack-plugin
2,509,middle,Slice GeoJSON into vector tiles on the fly in the browser,0.2,geojson-vt
2,510,middle,Merge svgs from a folder,0.2,svg-sprite-generator
2,511,middle,Social media share buttons and share counts for React,0.2,react-share
2,512,middle,NodeJS Core Module,0.2,There is no specific npm library needed for NodeJS core modules as they are built-in modules provided by NodeJS itself.
2,513,middle,[deprecated] can be replaced with i18next-http-backend,0.2,i18next-http-backend
2,514,middle,ᕙ༼ຈل͜ຈ༽ᕗ,0.2,"There is no specific npm library that directly relates to the given task ""ᕙ༼ຈل͜ຈ༽ᕗ""."
2,515,middle,Use connect and express middleware in koa,0.2,koa-connect
2,516,middle,:dizzy: Create a modified babel preset based on an an existing preset.,0.2,@babel/preset-env
2,517,middle,Sort stream by path name using a natural sort,0.2,`natsort`
2,518,middle,"Advanced streaming http request proxy middleware for Express with support for custom routes, caching, and response transforms.",0.2,http-proxy-middleware
2,519,middle,Gulp plugin to run tasks in multiple gulpfiles,0.2,gulp-multi-fs
2,520,middle,Bitcoin Wallet Import Format JS encoding/decoding module,0.2,bip38
2,521,middle,Simple module to infer the root directory of the currently running node application,0.2,app-root-path
2,522,middle,node.js library for Xcode simctl utility on macOS,0.2,node-simctl
2,523,middle,Base tests for every PostCSS CSS parser,0.2,postcss-parser-tests
2,524,middle,Protractor screenshot reporter for Jasmine2,0.2,protractor-jasmine2-screenshot-reporter
2,525,middle,Levenshtein edit distance,0.2,fast-levenshtein
2,526,middle,"Multiple, simultaneous, individually controllable spinners for concurrent tasks in Node.js CLI programs",0.2,ora
2,527,middle,Effortless animation between DOM changes (eg. list reordering) using the FLIP technique.,0.2,react-flip-toolkit
2,528,middle,A simple React component that is resizable with a handle. ,0.2,react-resizable
2,529,middle,"Yet another changelog generator from git commits, based on conventions and with an optional hook to enforce the rules",0.2,conventional-changelog
2,530,middle,"Read a protobuf schema from the disk, parse it and resolve all imports",0.2,protobufjs
2,531,middle,"Check permissions using Shiro-like strings, put in a trie.",0.2,`trie-matcher`
2,532,middle,🐱 concatenate files,0.2,concat-files
2,533,middle,Minify images seamlessly,0.2,imagemin
2,534,middle,Wrapper for using css-inline-images in Gulp,0.2,gulp-css-image-inline
2,535,middle,"A declarative, HTML-based language that makes building web apps fun",0.2,React
2,536,middle,"Parses expressions like 1-10,20-30. Returns an energetic array.",0.2,fast-numeric-range
2,537,middle,Convert streams (readable or writable) to promises,0.2,stream-to-promise
2,538,middle,A Gulp module to push a given folder to a subtree,0.2,gulp-subtree
2,539,middle,A CLI for the node-lintspaces module.,0.2,commander
2,540,middle,"gl-matrix's mat4, split into smaller pieces",0.2,gl-mat4-partition
2,541,middle,:hamburger: An off-canvas sidebar component with a collection of effects and styles using CSS transitions and SVG path animations,0.2,hamburgers
2,542,middle,Store enhancer that syncs (a subset) of your Redux store state to localstorage.,0.2,redux-persist
2,543,middle,Simplest (:pray:) way to reload an electron app on file changes!,0.2,electron-reload
2,544,middle,Clone a git repository,0.2,nodegit
2,545,middle,autod egg plugin,0.2,egg-sequelize
2,546,middle,"Simple, intuitive and flexible unit testing framework for javascript / Node.js. Integrates the great assertions libraries Must.js, Should.js, Assert of Node.js, Sinon.js and other friendly features.",0.2,Mocha
2,547,middle,"Inlines img, script and link tags into the same file",0.2,gulp-inline-source
2,548,middle,Sets up the default configuration for the aurelia framework and gets you up and running quick and easy.,0.2,aurelia-cli
2,549,middle,Visualize flow between nodes in a directed acyclic network.,0.2,dagre-d3
2,550,middle,Test-framework-agnostic helpers for testing Ember.js applications,0.2,ember-test-helpers
2,551,middle,"JHipster Domain Language, used by JHipster UML and JDL-Studio to generate entities",0.2,jhipster-core
2,552,middle,"Slug generator with less than 1 KB and no dependencies, RFC 3986 compliant",0.2,slugify
2,553,middle,Superseded by abstract-level. An abstract-leveldown implementation that wraps another store to encode keys and values.,0.2,level-encode
2,554,middle,gulp.js wrapper for html5-lint,0.2,gulp-html5-lint
2,555,middle,A packing algorithm for 2D bin packing. Largely based on code and a blog post by Jake Gordon.,0.2,binpackingjs
2,556,middle,A simple way to mount React components ,0.2,react-router-dom
2,557,middle,A standalone point geometry primitive.,0.2,@turf/helpers
2,558,middle,WHATWG fetch ponyfill,0.2,node-fetch
2,559,middle,A linter for code styling. Ensures code is written in a beautiful way.,0.2,eslint
2,560,middle,Strip comments from CSS,0.2,strip-css-comments
2,561,middle,"A simple tool for grabbing the top contributors for a repo from github, with some convenient options.",0.2,"""octokit/rest.js"""
2,562,middle,Resizable dockable react component,0.2,react-dock-portal
2,563,middle,"convert img to base64, or convert base64 to img",0.2,"""image-to-base64"""
2,564,middle,node security project npm utilities,0.2,Node.js Security Project - npm audit helper
2,565,middle,Get the most recent git semver tag of your repository,0.2,git-semver-tags
2,566,middle,Apache Cordova Tooling Library,0.2,cordova-lib
2,567,middle,"UTF-8 to ASCII transliteration / slugify module for node.js, browser, Web Worker, React Native, Electron and CLI.",0.2,transliteration
2,568,middle,Automated memory leak detection and analysis,0.2,memwatch-next
2,569,middle,A tiny async loader / dependency manager for modern browsers (961 bytes),0.2,scriptjs
2,570,middle,:octopus: Decorate yargs content with chalk styles and figlet fonts,0.2,yargs-unparser
2,571,middle,reschedulable setInterval for node.js,0.2,node-schedule
2,572,middle,Animate One React Element,0.2,react-spring
2,573,middle,jsDoc plugin adapter for gulp,0.2,gulp-jsdoc3
2,574,middle,Gulp plugin for power-assert,0.2,gulp-power-assert
2,575,middle,Remove unused CSS. Also works with single-page apps.,0.2,PurgeCSS
2,576,middle,A NodeJS Discord library,0.2,discord.js
2,577,middle,Git/Subversion/Mercurial repository metadata parser,0.2,nodegit
2,578,middle,A bridge between node and PhantomJS,0.2,phantomjs-prebuilt
2,579,middle,Abbreviation (<abbr>) tag plugin for markdown-it markdown parser,0.2,markdown-it-abbr
2,580,middle,NodeJS package that gives a simplier API to npm install (programatically installs things),0.2,npm-programmatic
2,581,middle,Hot Module Replacement plugin for Browserify,0.2,browserify-hmr
2,582,middle,Session file store is a provision for storing session data in the session file,0.2,express-session-file-store
2,583,middle,A validator for checking different kinds of whitespaces in your files.,0.2,eslint-plugin-no-whitespace-before-property
2,584,middle,Animations & transitions for ambitious Ember applications.,0.2,ember-animated
2,585,middle,Passport middleware for Koa,0.2,koa-passport
2,586,middle,Template helper for including a code coverage report generated by istanbul.,0.2,istanbul-reports
2,587,middle,A library to retrieve RSA public keys from a JWKS (JSON Web Key Set) endpoint.,0.2,jwks-rsa
2,588,middle,A package to help with webpacking NativeScript apps.,0.2,nativescript-dev-webpack
2,589,middle,64bit Long Integer on Buffer/ArrayBuffer in Pure JavaScript,0.2,long.js
2,590,middle,"Join urls or system paths, even with undefined values.",0.2,path-join
2,591,middle,"A draggable and resizable grid layout with responsive breakpoints, for React.",0.2,react-grid-layout
2,592,middle,meanio core module,0.2,meanio-core
2,593,middle,Autoload your scripts.,0.2,auto-loader
2,594,middle,Jasmine-jquery plugin for Jasmine in Karma,0.2,jasmine-jquery
2,595,middle,Split a readable stream by newline characters,0.2,split2
2,596,middle,Cross-browser element.classList,0.2,classlist-polyfill
2,597,middle,Start a php server with gulp,0.2,gulp-connect-php
2,598,middle,Transform stream that gunzips its input if it is gzipped and just echoes it if not,0.2,pumpify
2,599,middle,JavaScript implementation of multiaddr,0.2,multiaddr-js
2,600,middle,<Sticky /> component for awesome React apps,0.2,react-sticky
2,601,middle,Extract HTML text in your gulp pipeline.,0.2,gulp-html-extract
2,602,middle,Compile a single file Vue component into a CommonJS module.,0.2,vue-template-compiler
2,603,middle,libp2p Peer abstraction Node.js implementation,0.2,libp2p-nodejs
2,604,middle,"Companion code to the ""How to Write a Google Maps React Component"" Tutorial",0.2,react-google-maps
2,605,middle,Tag for Verb. Uses js-comments to parse JavaScript code comments and generate API documentation.,0.2,jsdoc
2,606,middle,DEPRECATED jQuery Responsive Carousel.,0.2,Slick-carousel
2,607,middle,A Nodejs asset manager that easily allows you to switch between development and production css and js files in your templates by managing them in a single json file that's still compatible with grunt cssmin and uglify. ,0.2,asset-manager
2,608,middle,"Find a file, starting with the given cwd and recursively searching up one directory until it's found (or we run out of directories). Async and sync.",0.2,find-up
2,609,middle,Generate fixture modules from folders,0.2,fs-extra
2,610,middle,Definition list (<dl>) tag plugin for markdown-it markdown parser ,0.2,markdown-it-deflist
2,611,middle,Generate random token strings,0.2,uuid
2,612,middle,Return `true` if a string ends with the given characters.,0.2,lodash.endswith
2,613,middle,Grunt task that checks various aspects of a web page for correctness.,0.2,grunt-htmlhint
2,614,middle,Default Squirrel.Windows event handler for your Electron apps.,0.2,electron-squirrel-startup
2,615,middle,complete type checking for node,0.2,@types/node
2,616,middle,A grunt task that starts a http server that can be called to run tasks,0.2,grunt-contrib-connect
2,617,middle,ESLint rules for lodash,0.2,eslint-plugin-lodash
2,618,middle,A set of React components implementing flexboxgrid with the power of CSS Modules.,0.2,react-flexboxgrid-css-modules
2,619,middle,Animate on scroll library,0.2,AOS (Animate on Scroll)
2,620,middle,Prefix all CSS rules with a selector,0.2,postcss-prefix-selector
2,621,middle,A command line tool for easily doing prebuilds for multiple version of node on a specific platform,0.2,nvm (Node Version Manager)
2,622,middle,simple date math module,0.2,date-fns
2,623,middle,A Minimalistic Wrapper for IndexedDB,0.2,idb - a simple and lightweight library for working with IndexedDB in JavaScript.
2,624,middle,Command Line UI toolkit for Node.js,0.2,blessed
2,625,middle,Animate React Component in queue,0.2,react-transition-group
2,626,middle,A Gulp plugin for wrapping files with custom strings.,0.2,gulp-wrap
2,627,middle,"Run programs with glob/globstar support, especially on Windows within npm scripts.",0.2,cross-env
2,628,middle,Command line interface for Hexo,0.2,hexo-cli
2,629,middle,Markdown-It support for JSTransformers.,0.2,markdown-it-js-transformers
2,630,middle,Gulp plugin to enforce coverage levels from istanbul coverage report,0.2,gulp-istanbul-enforcer
2,631,middle,browserify transform that exposes globals added via a script tag as modules so they can be required.,0.2,expose-loader
2,632,middle,:surfer: Asynchronous flow control with a functional taste to it,0.2,async-await-parallel
2,633,middle,Run Python scripts from Node.js with simple (but efficient) inter-process communication through stdio,0.2,python-shell
2,634,middle,Wait for multiple events,0.2,async-await-eventemitter
2,635,middle,Handy Moment.js filters for your Vue.js project.,0.2,vue-moment
2,636,middle,This DOES NOT WORK any more. This repo only serves as an archive for is anyone wants to pickup my work. You may still join the discord however.,0.2,archiver
2,637,middle,A Node.js wrapper for Spotify's Web API.,0.2,spotify-web-api-node
2,638,middle,A polyfill for Ember.assign in <= 2.4,0.2,ember-cli-babel-polyfills
2,639,middle,Simulates a global browser environment using jsdom,0.2,jsdom
2,640,middle,Maps lines and columns to character offsets and back.,0.2,source-map-js
2,641,middle,peer-id implementation in JavaScript. Deprecated; use https://github.com/libp2p/js-libp2p-peer-id instead.,0.2,js-libp2p-peer-id
2,642,middle,"The Aurelia 1 command line tool. Use the CLI to create projects, scaffold components, and bundle your app for release.",0.2,aurelia-cli
2,643,middle,"Browserify transform to strip everything from package.json except for the ""version"" field.",0.2,browserify-package-json-version
2,644,middle,Phase management for LoopBack applications.,0.2,loopback-phase
2,645,middle,Automatically install dependencies for your atom packages,0.2,atom-package-deps
2,646,middle,"Easily calculate the relative path from file A to file B in Node.js project. Will calculate correctly from a file to a directory, file to file, directory to file, and directory to directory.",0.2,path-absolute
2,647,middle,:cocktail: prettifies ndjson from wzrd and similar tools,0.2,ndjson-cli
2,648,middle,React proptype validator for moment.js,0.2,react-moment-proptypes
2,649,middle,Create a stream from a string. Sugary wrapper around from2,0.2,through2-string
2,650,middle,Babel preset to make node@5 fully ES2015 compatible,0.2,@babel/preset-env
2,651,middle,Detect es6 features enable or not.,0.2,babel-runtime-corejs3
2,652,middle,Capitalize every word in string: unicorn cake → Unicorn Cake,0.2,lodash.capitalize
2,653,middle,:earth_asia: Cross-platform browser event handling,0.2,"library: ""cross-env"""
2,654,middle,"Convert JSON objects into directory structures in the file system, and back again.",0.2,jsonfile
2,655,middle,React Mobile Picker(web & react-native),0.2,react-native-picker-select
2,656,middle,React.js Responsive Carousel (with Swipe),0.2,react-responsive-carousel
2,657,middle,A Underscore and Lodash template loader for Webpack,0.2,lodash-webpack-plugin
2,658,middle,Easily manage gh-pages of your ember-cli addon,0.2,ember-cli-github-pages
2,659,middle,"A module that shallow copies an object,  ignoring keys depending on the filter object passed to it.",0.2,lodash.pick
2,660,middle,Identifies accessibility issues in your React.js elements,0.2,eslint-plugin-jsx-a11y
2,661,middle,try/require mechanism to conditionally load a module using require.,0.2,`import-fresh`
2,662,middle,Simple wrapper around esformatter to beautify javascript files overriding the content of the files,0.2,gulp-esformatter
2,663,middle,jpeg-recompress bin-wrapper that makes it seamlessly available as a local dependency,0.2,jpeg-recompress-bin
2,664,middle,"Determine the best order for running async functions, LIKE MAGIC!",0.2,async-each-series
2,665,middle,PostCSS plugin to add opacity filter for IE8 and legacy browsers,0.2,postcss-opacity
2,666,middle,A Promise-based JavaScript wrapper library for working with Git CLI,0.2,simple-git
2,667,middle,Bili makes it easier to bundle JavaScript libraries.,0.2,Bili
2,668,middle,"Load config from .{product}rc.{json,yml,js} file",0.2,rc-loader
2,669,middle,"Precise, powerful and fast JS Coverage tool",0.2,istanbul
2,670,middle,React Mobile DatePicker(web & react-native),0.2,react-native-datepicker
2,671,middle,"The best of both `JSON.stringify(obj)` and `JSON.stringify(obj, null, indent)`.",0.2,`json-stringify-pretty-compact`
2,672,middle,A React Higher Order Component (HOC) for handling Authentication and Authorization with Routing and Redux,0.2,react-router-redux-auth-wrapper
2,673,middle,"gl-matrix's vec3, split into smaller pieces",0.2,lodash.chunk
2,674,middle,Returns the parent directory common to each path,0.2,path.dirname
2,675,middle,Mutate keys and values in Javascript objects,0.2,lodash
2,676,middle,Checks various aspects of a web page for correctness.,0.2,html-validate
2,677,middle,Development assistant for node.js server by gulp,0.2,gulp-eslint
2,678,middle,multihash implementation in JavaScript,0.2,multihashes
2,679,middle,IceCap - Programmable DOM-based HTML template library.,0.2,handlebars
2,680,middle,🌳 Write CSS inside your React components!,0.2,styled-components
2,681,middle,"Help command for node, partner of minimist and commist",0.2,commander
2,682,middle,"Copy files using glob patterns. Sync, async, promise or streams. (node.js utility)",0.2,globby
2,683,middle,Grunt plug-in to compile .po files into binary .mo files with msgfmt.,0.2,grunt-po2mo
2,684,middle,A middleware-style generic resource loader built with web games in mind.,0.2,resource-loader
2,685,middle,List of SPDX licenses,0.2,"""spdx-license-ids"""
2,686,middle,Transform stream that lets you peek the first line before deciding how to parse it,0.2,peek-stream
2,687,middle,Create property accessor statements for dot paths,0.2,lodash.getObject
2,688,middle,Convert a directory tree to a JS object.,0.2,directory-tree
2,689,middle,Run async mocha specs in parallel,0.2,mocha-parallel-tests
2,690,middle,Add a git-like command interface to your app.,0.2,commander
2,691,middle,"Simplifies the testing of UI components by providing an elegant, fluent interface for arranging test setups along with a number of runtime debug/test helpers.",0.2,Jest
2,692,middle,Command-line version incrementer,0.2,commander
2,693,middle,Check whether a package or organization name is available on npm,0.2,npm-name
2,694,middle,Gulp task for converting all data found within a stylesheet (those within a url( ... ) declaration) into base64-encoded data URI strings,0.2,gulp-base64
2,695,middle,Plugin for webpack to cleanup the output path,0.2,clean-webpack-plugin
2,696,middle,Renders static content efficiently by allowing React to short-circuit the reconciliation process.,0.2,react-quickly
2,697,middle,"Execute async code in chronological order. The sequence module of FuturesJS (Browser, Node.js, Bower, and Pakmanager)",0.2,FuturesJS
2,698,middle,A complete and totally customizable component for notifications in React,0.2,react-toastify
2,699,middle,"parses number and unit, '20px' into [20, 'px']",0.2,parse-unit
2,700,middle,This module has moved and is now available at @rollup/plugin-multi-entry / https://github.com/rollup/plugins/blob/master/packages/multi-entry,0.2,@rollup/plugin-multi-entry
2,701,middle,esformatter plugin: enforces coding style that string literals are delimited with single or double quotes,0.2,esformatter-quotes
2,702,middle,Check if function is an ES6 class.,0.2,is-es6-class
2,703,middle,This micro-lib allows you to alter the $PATH in a cross-platform way.,0.2,cross-env-path
2,704,middle,Programming language compiling to JavaScript,0.2,Babel
2,705,middle,zopflipng bin-wrapper that makes it seamlessly available as a local dependency,0.2,bin-wrapper
2,706,middle,"Reactive, responsive, beautiful charts for AngularJS using Chart.js: http://jtblin.github.io/angular-chart.js",0.2,angular-chart.js
2,707,middle,A Quill component for React.,0.2,react-quill
2,708,middle,Run gulp tasks through declarative Grunt config,0.2,gulp-grunt
2,709,middle,Simple/dumb promise wrapper for superagent ,0.2,superagent-promise
2,710,middle,A noop logger interface for Node.js modules,0.2,noop-logger
2,711,middle,This is an Express view engine which renders React components on server. It renders static markup and *does not* support mounting those views on the client.,0.2,react-views-on-server
2,712,middle,Important security headers for koa,0.2,koa-helmet
2,713,middle,"The Aurelia 1 framework entry point, bringing together all the required sub-modules of Aurelia.",0.2,aurelia-bootstrapper
2,714,middle,"Sophisticated meta programming in JavaScript, e.g. to build different versions of a library from a single source tree.",0.2,babel-core
2,715,middle,encode/decode number as bitcoin variable length integer https://en.bitcoin.it/wiki/Protocol_documentation#Variable_length_integer,0.2,varint
2,716,middle,2x faster than JSON.stringify(),0.2,fast-json-stringify
2,717,middle,Run AppleScript and get the result,0.2,node-osascript
2,718,middle,Gulp plugin for postprocess CSS with ease,0.2,gulp-postcss
2,719,middle,"require()-able HTML, CSS, and (potentially) more",0.2,Parcel
2,720,middle,Use CSS-in-JavaScript with themes for React without being tightly coupled to one implementation,0.2,styled-components
2,721,middle,"Parse a torrent identifier (magnet uri, .torrent file, info hash)",0.2,parse-torrent
2,722,middle,Prometheus client for node.js,0.2,prom-client
2,723,middle,Include AngularJS templates in the Webpack bundle and preload the template cache.,0.2,angular-templatecache-loader
2,724,middle,A streams2 duplexer.,0.2,duplexer2
2,725,middle,Helper for installing hooks into NativeScript projects,0.2,"""nativescript-hook"""
2,726,middle,Parses vector tiles with JavaScript,0.2,mapbox-vector-tile
2,727,middle,"all babel es2015 plugins, with loose modules enabled",0.2,@babel/preset-es2015
2,728,middle,Ember CLI addon adding support for sinon.js,0.2,ember-sinon
2,729,middle,Inline linked css in an html file. Useful for emails.,0.2,inline-css
2,730,middle,React wrapper for Highcharts library,0.2,react-highcharts
2,731,middle,Mocha test reporter based on fivemat and the built in progress reporter,0.2,mocha-fivemat-progress-reporter
2,732,middle,A lightweight JavaScript library for creating particles,0.2,particles.js
2,733,middle,"Creates a true array based on `arraylike`, starting at `startIndex`.",0.2,array-slice
2,734,middle,A utility to provide LRU memoization for any js function,0.2,lru-memoize
2,735,middle,A simpler (and smaller) rewrite of Google Android's libphonenumber library in javascript,0.2,google-libphonenumber
2,736,middle,Get the gzipped size of a file or stdin,0.2,gzip-size
2,737,middle,bitcoin OP codes,0.2,bitcoin-ops
2,738,middle,Coverage analysis for Protractor tests,0.2,istanbul
2,739,middle,Reindent and reformat CSS,0.2,prettier-plugin-css
2,740,middle,find process by port/pid/name etc.,0.2,ps-list
2,741,middle,Karma launcher and preprocessor for Electron,0.2,karma-electron
2,742,middle,CLI options helper and usage printer,0.2,commander
2,743,middle,"Function containerizer for Node.js.  (The engine behind actions2, helpers, and shell scripts in Sails.)",0.2,Dockerode
2,744,middle,require() .toml files in Node.js,0.2,@iarna/toml
2,745,middle,"Power Assert instrumentor from code to code, with SourceMap.",0.2,power-assert-source-map
2,746,middle,":lock: Secure Hapi.js authentication plugin using JSON Web Tokens (JWT) in Headers, URL or Cookies",0.2,hapi-auth-jwt2
2,747,middle,Populates your module's package.json's version property from semvery git tags,0.2,"""git-version-bump"""
2,748,middle,"Make a readable stream by input content, content could be `String`, `Buffer`, `Object`, `Number` and so on.",0.2,`readable-stream`
2,749,middle,Get the correct trash path on Linux,0.2,trash-cli
2,750,middle,A table of contents plugin for Markdown-it ,0.2,markdown-it-table-of-contents
2,751,middle,An implementation of the abstract Animator interface from templating which enables css-based animations.,0.2,animejs
2,752,middle,Universal data access layer for web applications.,0.2,Sequelize
2,753,middle,Simple fuzzy search,0.2,fuzzaldrin-plus
2,754,middle,Koa middleware for validating JSON Web Tokens,0.2,koa-jwt
2,755,middle,"The sync version of tmp just for test cases, making it much easier.",0.2,tmp-sync
2,756,middle,Standard linter for gulp,0.2,gulp-eslint
2,757,middle,JavaScript file system utilities,0.2,fs-extra
2,758,middle,Fast Pure JavaScript MessagePack Encoder and Decoder / msgpack.org[JavaScript],0.2,msgpack5
2,759,middle,Pug's CLI interface,0.2,pug-cli
2,760,middle,Official command framework for discord.js,0.2,discord.js-commando
2,761,middle,ESLint shareable config version of felixge/node-style-guide,0.2,eslint-config-felixge
2,762,middle,PostCSS plugin for exposing JavaScript functions,0.2,postcss-js-functions
2,763,middle,"url() plugin for rework, formerly included in core",0.2,rework-url
2,764,middle,Node.js client library for Actions on Google,0.2,actions-on-google
2,765,middle,:haircut: Delete old fingerprinted files,0.2,rimraf
2,766,middle, :hourglass: easy to use progress-bar for command-line/terminal applications,0.2,cli-progress
2,767,middle,Command line options parser,0.2,yargs
2,768,middle,Very thin wrapper around js-yaml for directly reading in YAML files.,0.2,yamljs
2,769,middle,"An advanced Node.js driver for RethinkDB with a connection pool, support for streams etc.",0.2,rethinkdbdash
2,770,middle,Test command line on Node.js,0.2,Jest
2,771,middle,Use external SVG spritemaps today,0.2,svg-sprite-generator
2,772,middle,text summary of code coverage for Mocha,0.2,istanbul-reports
2,773,middle,:ghost: Run Tape tests in Gulp.,0.2,gulp-tape
2,774,middle,Prefix CSS using Autoprefixer,0.2,autoprefixer
2,775,middle,This is a polyfill for Buffer#indexOf introduced in NodeJS 4.0.,0.2,buffer-indexof
